speaker,file_id,wav_path,ann_path
ABA,arctic_a0032,data/l2arctic_release_v5.0/ABA/wav/arctic_a0032.wav,data/l2arctic_release_v5.0/ABA/annotation/arctic_a0032.TextGrid
TLV,arctic_a0168,data/l2arctic_release_v5.0/TLV/wav/arctic_a0168.wav,data/l2arctic_release_v5.0/TLV/annotation/arctic_a0168.TextGrid
ZHAA,arctic_a0109,data/l2arctic_release_v5.0/ZHAA/wav/arctic_a0109.wav,data/l2arctic_release_v5.0/ZHAA/annotation/arctic_a0109.TextGrid
HKK,arctic_b0201,data/l2arctic_release_v5.0/HKK/wav/arctic_b0201.wav,data/l2arctic_release_v5.0/HKK/annotation/arctic_b0201.TextGrid
ERMS,arctic_a0079,data/l2arctic_release_v5.0/ERMS/wav/arctic_a0079.wav,data/l2arctic_release_v5.0/ERMS/annotation/arctic_a0079.TextGrid
MBMPS,arctic_a0108,data/l2arctic_release_v5.0/MBMPS/wav/arctic_a0108.wav,data/l2arctic_release_v5.0/MBMPS/annotation/arctic_a0108.TextGrid
HKK,arctic_a0018,data/l2arctic_release_v5.0/HKK/wav/arctic_a0018.wav,data/l2arctic_release_v5.0/HKK/annotation/arctic_a0018.TextGrid
ABA,arctic_a0028,data/l2arctic_release_v5.0/ABA/wav/arctic_a0028.wav,data/l2arctic_release_v5.0/ABA/annotation/arctic_a0028.TextGrid
NJS,arctic_a0058,data/l2arctic_release_v5.0/NJS/wav/arctic_a0058.wav,data/l2arctic_release_v5.0/NJS/annotation/arctic_a0058.TextGrid
SVBI,arctic_a0159,data/l2arctic_release_v5.0/SVBI/wav/arctic_a0159.wav,data/l2arctic_release_v5.0/SVBI/annotation/arctic_a0159.TextGrid
TNI,arctic_a0282,data/l2arctic_release_v5.0/TNI/wav/arctic_a0282.wav,data/l2arctic_release_v5.0/TNI/annotation/arctic_a0282.TextGrid
YDCK,arctic_a0178,data/l2arctic_release_v5.0/YDCK/wav/arctic_a0178.wav,data/l2arctic_release_v5.0/YDCK/annotation/arctic_a0178.TextGrid
HJK,arctic_a0125,data/l2arctic_release_v5.0/HJK/wav/arctic_a0125.wav,data/l2arctic_release_v5.0/HJK/annotation/arctic_a0125.TextGrid
ASI,arctic_b0104,data/l2arctic_release_v5.0/ASI/wav/arctic_b0104.wav,data/l2arctic_release_v5.0/ASI/annotation/arctic_b0104.TextGrid
SKA,arctic_a0102,data/l2arctic_release_v5.0/SKA/wav/arctic_a0102.wav,data/l2arctic_release_v5.0/SKA/annotation/arctic_a0102.TextGrid
HJK,arctic_b0201,data/l2arctic_release_v5.0/HJK/wav/arctic_b0201.wav,data/l2arctic_release_v5.0/HJK/annotation/arctic_b0201.TextGrid
HJK,arctic_b0019,data/l2arctic_release_v5.0/HJK/wav/arctic_b0019.wav,data/l2arctic_release_v5.0/HJK/annotation/arctic_b0019.TextGrid
ABA,arctic_a0040,data/l2arctic_release_v5.0/ABA/wav/arctic_a0040.wav,data/l2arctic_release_v5.0/ABA/annotation/arctic_a0040.TextGrid
NCC,arctic_b0465,data/l2arctic_release_v5.0/NCC/wav/arctic_b0465.wav,data/l2arctic_release_v5.0/NCC/annotation/arctic_b0465.TextGrid
YDCK,arctic_a0013,data/l2arctic_release_v5.0/YDCK/wav/arctic_a0013.wav,data/l2arctic_release_v5.0/YDCK/annotation/arctic_a0013.TextGrid
YBAA,arctic_a0065,data/l2arctic_release_v5.0/YBAA/wav/arctic_a0065.wav,data/l2arctic_release_v5.0/YBAA/annotation/arctic_a0065.TextGrid
LXC,arctic_a0010,data/l2arctic_release_v5.0/LXC/wav/arctic_a0010.wav,data/l2arctic_release_v5.0/LXC/annotation/arctic_a0010.TextGrid
SKA,arctic_a0548,data/l2arctic_release_v5.0/SKA/wav/arctic_a0548.wav,data/l2arctic_release_v5.0/SKA/annotation/arctic_a0548.TextGrid
HQTV,arctic_a0542,data/l2arctic_release_v5.0/HQTV/wav/arctic_a0542.wav,data/l2arctic_release_v5.0/HQTV/annotation/arctic_a0542.TextGrid
ABA,arctic_a0013,data/l2arctic_release_v5.0/ABA/wav/arctic_a0013.wav,data/l2arctic_release_v5.0/ABA/annotation/arctic_a0013.TextGrid
BWC,arctic_a0335,data/l2arctic_release_v5.0/BWC/wav/arctic_a0335.wav,data/l2arctic_release_v5.0/BWC/annotation/arctic_a0335.TextGrid
TXHC,arctic_a0013,data/l2arctic_release_v5.0/TXHC/wav/arctic_a0013.wav,data/l2arctic_release_v5.0/TXHC/annotation/arctic_a0013.TextGrid
TLV,arctic_a0019,data/l2arctic_release_v5.0/TLV/wav/arctic_a0019.wav,data/l2arctic_release_v5.0/TLV/annotation/arctic_a0019.TextGrid
HJK,arctic_a0065,data/l2arctic_release_v5.0/HJK/wav/arctic_a0065.wav,data/l2arctic_release_v5.0/HJK/annotation/arctic_a0065.TextGrid
RRBI,arctic_b0158,data/l2arctic_release_v5.0/RRBI/wav/arctic_b0158.wav,data/l2arctic_release_v5.0/RRBI/annotation/arctic_b0158.TextGrid
SVBI,arctic_a0038,data/l2arctic_release_v5.0/SVBI/wav/arctic_a0038.wav,data/l2arctic_release_v5.0/SVBI/annotation/arctic_a0038.TextGrid
YBAA,arctic_a0121,data/l2arctic_release_v5.0/YBAA/wav/arctic_a0121.wav,data/l2arctic_release_v5.0/YBAA/annotation/arctic_a0121.TextGrid
YBAA,arctic_a0139,data/l2arctic_release_v5.0/YBAA/wav/arctic_a0139.wav,data/l2arctic_release_v5.0/YBAA/annotation/arctic_a0139.TextGrid
PNV,arctic_a0112,data/l2arctic_release_v5.0/PNV/wav/arctic_a0112.wav,data/l2arctic_release_v5.0/PNV/annotation/arctic_a0112.TextGrid
ASI,arctic_a0031,data/l2arctic_release_v5.0/ASI/wav/arctic_a0031.wav,data/l2arctic_release_v5.0/ASI/annotation/arctic_a0031.TextGrid
HJK,arctic_a0260,data/l2arctic_release_v5.0/HJK/wav/arctic_a0260.wav,data/l2arctic_release_v5.0/HJK/annotation/arctic_a0260.TextGrid
YBAA,arctic_b0506,data/l2arctic_release_v5.0/YBAA/wav/arctic_b0506.wav,data/l2arctic_release_v5.0/YBAA/annotation/arctic_b0506.TextGrid
ABA,arctic_a0020,data/l2arctic_release_v5.0/ABA/wav/arctic_a0020.wav,data/l2arctic_release_v5.0/ABA/annotation/arctic_a0020.TextGrid
MBMPS,arctic_a0487,data/l2arctic_release_v5.0/MBMPS/wav/arctic_a0487.wav,data/l2arctic_release_v5.0/MBMPS/annotation/arctic_a0487.TextGrid
LXC,arctic_a0128,data/l2arctic_release_v5.0/LXC/wav/arctic_a0128.wav,data/l2arctic_release_v5.0/LXC/annotation/arctic_a0128.TextGrid
THV,arctic_a0129,data/l2arctic_release_v5.0/THV/wav/arctic_a0129.wav,data/l2arctic_release_v5.0/THV/annotation/arctic_a0129.TextGrid
MBMPS,arctic_a0104,data/l2arctic_release_v5.0/MBMPS/wav/arctic_a0104.wav,data/l2arctic_release_v5.0/MBMPS/annotation/arctic_a0104.TextGrid
ZHAA,arctic_a0086,data/l2arctic_release_v5.0/ZHAA/wav/arctic_a0086.wav,data/l2arctic_release_v5.0/ZHAA/annotation/arctic_a0086.TextGrid
NJS,arctic_b0304,data/l2arctic_release_v5.0/NJS/wav/arctic_b0304.wav,data/l2arctic_release_v5.0/NJS/annotation/arctic_b0304.TextGrid
SKA,arctic_a0067,data/l2arctic_release_v5.0/SKA/wav/arctic_a0067.wav,data/l2arctic_release_v5.0/SKA/annotation/arctic_a0067.TextGrid
HKK,arctic_a0079,data/l2arctic_release_v5.0/HKK/wav/arctic_a0079.wav,data/l2arctic_release_v5.0/HKK/annotation/arctic_a0079.TextGrid
RRBI,arctic_b0136,data/l2arctic_release_v5.0/RRBI/wav/arctic_b0136.wav,data/l2arctic_release_v5.0/RRBI/annotation/arctic_b0136.TextGrid
TXHC,arctic_a0096,data/l2arctic_release_v5.0/TXHC/wav/arctic_a0096.wav,data/l2arctic_release_v5.0/TXHC/annotation/arctic_a0096.TextGrid
SVBI,arctic_a0020,data/l2arctic_release_v5.0/SVBI/wav/arctic_a0020.wav,data/l2arctic_release_v5.0/SVBI/annotation/arctic_a0020.TextGrid
LXC,arctic_a0046,data/l2arctic_release_v5.0/LXC/wav/arctic_a0046.wav,data/l2arctic_release_v5.0/LXC/annotation/arctic_a0046.TextGrid
BWC,arctic_a0104,data/l2arctic_release_v5.0/BWC/wav/arctic_a0104.wav,data/l2arctic_release_v5.0/BWC/annotation/arctic_a0104.TextGrid
ERMS,arctic_a0059,data/l2arctic_release_v5.0/ERMS/wav/arctic_a0059.wav,data/l2arctic_release_v5.0/ERMS/annotation/arctic_a0059.TextGrid
NJS,arctic_a0051,data/l2arctic_release_v5.0/NJS/wav/arctic_a0051.wav,data/l2arctic_release_v5.0/NJS/annotation/arctic_a0051.TextGrid
RRBI,arctic_a0108,data/l2arctic_release_v5.0/RRBI/wav/arctic_a0108.wav,data/l2arctic_release_v5.0/RRBI/annotation/arctic_a0108.TextGrid
HJK,arctic_a0003,data/l2arctic_release_v5.0/HJK/wav/arctic_a0003.wav,data/l2arctic_release_v5.0/HJK/annotation/arctic_a0003.TextGrid
TXHC,arctic_a0019,data/l2arctic_release_v5.0/TXHC/wav/arctic_a0019.wav,data/l2arctic_release_v5.0/TXHC/annotation/arctic_a0019.TextGrid
LXC,arctic_a0117,data/l2arctic_release_v5.0/LXC/wav/arctic_a0117.wav,data/l2arctic_release_v5.0/LXC/annotation/arctic_a0117.TextGrid
HQTV,arctic_a0059,data/l2arctic_release_v5.0/HQTV/wav/arctic_a0059.wav,data/l2arctic_release_v5.0/HQTV/annotation/arctic_a0059.TextGrid
TLV,arctic_a0096,data/l2arctic_release_v5.0/TLV/wav/arctic_a0096.wav,data/l2arctic_release_v5.0/TLV/annotation/arctic_a0096.TextGrid
NJS,arctic_a0096,data/l2arctic_release_v5.0/NJS/wav/arctic_a0096.wav,data/l2arctic_release_v5.0/NJS/annotation/arctic_a0096.TextGrid
EBVS,arctic_a0212,data/l2arctic_release_v5.0/EBVS/wav/arctic_a0212.wav,data/l2arctic_release_v5.0/EBVS/annotation/arctic_a0212.TextGrid
ERMS,arctic_b0019,data/l2arctic_release_v5.0/ERMS/wav/arctic_b0019.wav,data/l2arctic_release_v5.0/ERMS/annotation/arctic_b0019.TextGrid
BWC,arctic_a0128,data/l2arctic_release_v5.0/BWC/wav/arctic_a0128.wav,data/l2arctic_release_v5.0/BWC/annotation/arctic_a0128.TextGrid
THV,arctic_b0140,data/l2arctic_release_v5.0/THV/wav/arctic_b0140.wav,data/l2arctic_release_v5.0/THV/annotation/arctic_b0140.TextGrid
TLV,arctic_a0271,data/l2arctic_release_v5.0/TLV/wav/arctic_a0271.wav,data/l2arctic_release_v5.0/TLV/annotation/arctic_a0271.TextGrid
BWC,arctic_b0465,data/l2arctic_release_v5.0/BWC/wav/arctic_b0465.wav,data/l2arctic_release_v5.0/BWC/annotation/arctic_b0465.TextGrid
LXC,arctic_b0026,data/l2arctic_release_v5.0/LXC/wav/arctic_b0026.wav,data/l2arctic_release_v5.0/LXC/annotation/arctic_b0026.TextGrid
ASI,arctic_a0085,data/l2arctic_release_v5.0/ASI/wav/arctic_a0085.wav,data/l2arctic_release_v5.0/ASI/annotation/arctic_a0085.TextGrid
SKA,arctic_a0010,data/l2arctic_release_v5.0/SKA/wav/arctic_a0010.wav,data/l2arctic_release_v5.0/SKA/annotation/arctic_a0010.TextGrid
NCC,arctic_a0105,data/l2arctic_release_v5.0/NCC/wav/arctic_a0105.wav,data/l2arctic_release_v5.0/NCC/annotation/arctic_a0105.TextGrid
EBVS,arctic_a0176,data/l2arctic_release_v5.0/EBVS/wav/arctic_a0176.wav,data/l2arctic_release_v5.0/EBVS/annotation/arctic_a0176.TextGrid
MBMPS,arctic_b0298,data/l2arctic_release_v5.0/MBMPS/wav/arctic_b0298.wav,data/l2arctic_release_v5.0/MBMPS/annotation/arctic_b0298.TextGrid
PNV,arctic_a0019,data/l2arctic_release_v5.0/PNV/wav/arctic_a0019.wav,data/l2arctic_release_v5.0/PNV/annotation/arctic_a0019.TextGrid
YKWK,arctic_a0060,data/l2arctic_release_v5.0/YKWK/wav/arctic_a0060.wav,data/l2arctic_release_v5.0/YKWK/annotation/arctic_a0060.TextGrid
YKWK,arctic_a0345,data/l2arctic_release_v5.0/YKWK/wav/arctic_a0345.wav,data/l2arctic_release_v5.0/YKWK/annotation/arctic_a0345.TextGrid
HKK,arctic_a0101,data/l2arctic_release_v5.0/HKK/wav/arctic_a0101.wav,data/l2arctic_release_v5.0/HKK/annotation/arctic_a0101.TextGrid
TXHC,arctic_a0335,data/l2arctic_release_v5.0/TXHC/wav/arctic_a0335.wav,data/l2arctic_release_v5.0/TXHC/annotation/arctic_a0335.TextGrid
EBVS,arctic_a0103,data/l2arctic_release_v5.0/EBVS/wav/arctic_a0103.wav,data/l2arctic_release_v5.0/EBVS/annotation/arctic_a0103.TextGrid
NJS,arctic_a0176,data/l2arctic_release_v5.0/NJS/wav/arctic_a0176.wav,data/l2arctic_release_v5.0/NJS/annotation/arctic_a0176.TextGrid
YBAA,arctic_a0441,data/l2arctic_release_v5.0/YBAA/wav/arctic_a0441.wav,data/l2arctic_release_v5.0/YBAA/annotation/arctic_a0441.TextGrid
NJS,arctic_a0067,data/l2arctic_release_v5.0/NJS/wav/arctic_a0067.wav,data/l2arctic_release_v5.0/NJS/annotation/arctic_a0067.TextGrid
LXC,arctic_a0106,data/l2arctic_release_v5.0/LXC/wav/arctic_a0106.wav,data/l2arctic_release_v5.0/LXC/annotation/arctic_a0106.TextGrid
PNV,arctic_a0020,data/l2arctic_release_v5.0/PNV/wav/arctic_a0020.wav,data/l2arctic_release_v5.0/PNV/annotation/arctic_a0020.TextGrid
TXHC,arctic_a0536,data/l2arctic_release_v5.0/TXHC/wav/arctic_a0536.wav,data/l2arctic_release_v5.0/TXHC/annotation/arctic_a0536.TextGrid
TXHC,arctic_a0059,data/l2arctic_release_v5.0/TXHC/wav/arctic_a0059.wav,data/l2arctic_release_v5.0/TXHC/annotation/arctic_a0059.TextGrid
MBMPS,arctic_b0150,data/l2arctic_release_v5.0/MBMPS/wav/arctic_b0150.wav,data/l2arctic_release_v5.0/MBMPS/annotation/arctic_b0150.TextGrid
YKWK,arctic_b0320,data/l2arctic_release_v5.0/YKWK/wav/arctic_b0320.wav,data/l2arctic_release_v5.0/YKWK/annotation/arctic_b0320.TextGrid
YKWK,arctic_a0303,data/l2arctic_release_v5.0/YKWK/wav/arctic_a0303.wav,data/l2arctic_release_v5.0/YKWK/annotation/arctic_a0303.TextGrid
NJS,arctic_a0298,data/l2arctic_release_v5.0/NJS/wav/arctic_a0298.wav,data/l2arctic_release_v5.0/NJS/annotation/arctic_a0298.TextGrid
THV,arctic_a0082,data/l2arctic_release_v5.0/THV/wav/arctic_a0082.wav,data/l2arctic_release_v5.0/THV/annotation/arctic_a0082.TextGrid
ASI,arctic_a0023,data/l2arctic_release_v5.0/ASI/wav/arctic_a0023.wav,data/l2arctic_release_v5.0/ASI/annotation/arctic_a0023.TextGrid
RRBI,arctic_a0121,data/l2arctic_release_v5.0/RRBI/wav/arctic_a0121.wav,data/l2arctic_release_v5.0/RRBI/annotation/arctic_a0121.TextGrid
NJS,arctic_a0040,data/l2arctic_release_v5.0/NJS/wav/arctic_a0040.wav,data/l2arctic_release_v5.0/NJS/annotation/arctic_a0040.TextGrid
SVBI,arctic_a0051,data/l2arctic_release_v5.0/SVBI/wav/arctic_a0051.wav,data/l2arctic_release_v5.0/SVBI/annotation/arctic_a0051.TextGrid
TLV,arctic_a0103,data/l2arctic_release_v5.0/TLV/wav/arctic_a0103.wav,data/l2arctic_release_v5.0/TLV/annotation/arctic_a0103.TextGrid
LXC,arctic_a0086,data/l2arctic_release_v5.0/LXC/wav/arctic_a0086.wav,data/l2arctic_release_v5.0/LXC/annotation/arctic_a0086.TextGrid
THV,arctic_a0271,data/l2arctic_release_v5.0/THV/wav/arctic_a0271.wav,data/l2arctic_release_v5.0/THV/annotation/arctic_a0271.TextGrid
NJS,arctic_a0170,data/l2arctic_release_v5.0/NJS/wav/arctic_a0170.wav,data/l2arctic_release_v5.0/NJS/annotation/arctic_a0170.TextGrid
SVBI,arctic_a0026,data/l2arctic_release_v5.0/SVBI/wav/arctic_a0026.wav,data/l2arctic_release_v5.0/SVBI/annotation/arctic_a0026.TextGrid
TXHC,arctic_a0107,data/l2arctic_release_v5.0/TXHC/wav/arctic_a0107.wav,data/l2arctic_release_v5.0/TXHC/annotation/arctic_a0107.TextGrid
NJS,arctic_b0279,data/l2arctic_release_v5.0/NJS/wav/arctic_b0279.wav,data/l2arctic_release_v5.0/NJS/annotation/arctic_b0279.TextGrid
YBAA,arctic_a0092,data/l2arctic_release_v5.0/YBAA/wav/arctic_a0092.wav,data/l2arctic_release_v5.0/YBAA/annotation/arctic_a0092.TextGrid
ASI,arctic_a0063,data/l2arctic_release_v5.0/ASI/wav/arctic_a0063.wav,data/l2arctic_release_v5.0/ASI/annotation/arctic_a0063.TextGrid
SKA,arctic_a0092,data/l2arctic_release_v5.0/SKA/wav/arctic_a0092.wav,data/l2arctic_release_v5.0/SKA/annotation/arctic_a0092.TextGrid
SKA,arctic_b0461,data/l2arctic_release_v5.0/SKA/wav/arctic_b0461.wav,data/l2arctic_release_v5.0/SKA/annotation/arctic_b0461.TextGrid
SVBI,arctic_a0073,data/l2arctic_release_v5.0/SVBI/wav/arctic_a0073.wav,data/l2arctic_release_v5.0/SVBI/annotation/arctic_a0073.TextGrid
SKA,arctic_a0088,data/l2arctic_release_v5.0/SKA/wav/arctic_a0088.wav,data/l2arctic_release_v5.0/SKA/annotation/arctic_a0088.TextGrid
NJS,arctic_b0434,data/l2arctic_release_v5.0/NJS/wav/arctic_b0434.wav,data/l2arctic_release_v5.0/NJS/annotation/arctic_b0434.TextGrid
HQTV,arctic_a0260,data/l2arctic_release_v5.0/HQTV/wav/arctic_a0260.wav,data/l2arctic_release_v5.0/HQTV/annotation/arctic_a0260.TextGrid
YBAA,arctic_a0059,data/l2arctic_release_v5.0/YBAA/wav/arctic_a0059.wav,data/l2arctic_release_v5.0/YBAA/annotation/arctic_a0059.TextGrid
TXHC,arctic_a0094,data/l2arctic_release_v5.0/TXHC/wav/arctic_a0094.wav,data/l2arctic_release_v5.0/TXHC/annotation/arctic_a0094.TextGrid
HKK,arctic_b0425,data/l2arctic_release_v5.0/HKK/wav/arctic_b0425.wav,data/l2arctic_release_v5.0/HKK/annotation/arctic_b0425.TextGrid
EBVS,arctic_a0081,data/l2arctic_release_v5.0/EBVS/wav/arctic_a0081.wav,data/l2arctic_release_v5.0/EBVS/annotation/arctic_a0081.TextGrid
YKWK,arctic_a0007,data/l2arctic_release_v5.0/YKWK/wav/arctic_a0007.wav,data/l2arctic_release_v5.0/YKWK/annotation/arctic_a0007.TextGrid
LXC,arctic_a0026,data/l2arctic_release_v5.0/LXC/wav/arctic_a0026.wav,data/l2arctic_release_v5.0/LXC/annotation/arctic_a0026.TextGrid
THV,arctic_b0386,data/l2arctic_release_v5.0/THV/wav/arctic_b0386.wav,data/l2arctic_release_v5.0/THV/annotation/arctic_b0386.TextGrid
MBMPS,arctic_a0298,data/l2arctic_release_v5.0/MBMPS/wav/arctic_a0298.wav,data/l2arctic_release_v5.0/MBMPS/annotation/arctic_a0298.TextGrid
YBAA,arctic_a0063,data/l2arctic_release_v5.0/YBAA/wav/arctic_a0063.wav,data/l2arctic_release_v5.0/YBAA/annotation/arctic_a0063.TextGrid
ZHAA,arctic_a0121,data/l2arctic_release_v5.0/ZHAA/wav/arctic_a0121.wav,data/l2arctic_release_v5.0/ZHAA/annotation/arctic_a0121.TextGrid
TLV,arctic_a0085,data/l2arctic_release_v5.0/TLV/wav/arctic_a0085.wav,data/l2arctic_release_v5.0/TLV/annotation/arctic_a0085.TextGrid
MBMPS,arctic_a0271,data/l2arctic_release_v5.0/MBMPS/wav/arctic_a0271.wav,data/l2arctic_release_v5.0/MBMPS/annotation/arctic_a0271.TextGrid
LXC,arctic_a0089,data/l2arctic_release_v5.0/LXC/wav/arctic_a0089.wav,data/l2arctic_release_v5.0/LXC/annotation/arctic_a0089.TextGrid
BWC,arctic_a0052,data/l2arctic_release_v5.0/BWC/wav/arctic_a0052.wav,data/l2arctic_release_v5.0/BWC/annotation/arctic_a0052.TextGrid
TLV,arctic_a0076,data/l2arctic_release_v5.0/TLV/wav/arctic_a0076.wav,data/l2arctic_release_v5.0/TLV/annotation/arctic_a0076.TextGrid
TXHC,arctic_a0515,data/l2arctic_release_v5.0/TXHC/wav/arctic_a0515.wav,data/l2arctic_release_v5.0/TXHC/annotation/arctic_a0515.TextGrid
RRBI,arctic_a0079,data/l2arctic_release_v5.0/RRBI/wav/arctic_a0079.wav,data/l2arctic_release_v5.0/RRBI/annotation/arctic_a0079.TextGrid
SVBI,arctic_b0396,data/l2arctic_release_v5.0/SVBI/wav/arctic_b0396.wav,data/l2arctic_release_v5.0/SVBI/annotation/arctic_b0396.TextGrid
MBMPS,arctic_a0091,data/l2arctic_release_v5.0/MBMPS/wav/arctic_a0091.wav,data/l2arctic_release_v5.0/MBMPS/annotation/arctic_a0091.TextGrid
TLV,arctic_a0088,data/l2arctic_release_v5.0/TLV/wav/arctic_a0088.wav,data/l2arctic_release_v5.0/TLV/annotation/arctic_a0088.TextGrid
BWC,arctic_b0203,data/l2arctic_release_v5.0/BWC/wav/arctic_b0203.wav,data/l2arctic_release_v5.0/BWC/annotation/arctic_b0203.TextGrid
RRBI,arctic_a0032,data/l2arctic_release_v5.0/RRBI/wav/arctic_a0032.wav,data/l2arctic_release_v5.0/RRBI/annotation/arctic_a0032.TextGrid
RRBI,arctic_a0006,data/l2arctic_release_v5.0/RRBI/wav/arctic_a0006.wav,data/l2arctic_release_v5.0/RRBI/annotation/arctic_a0006.TextGrid
NJS,arctic_a0295,data/l2arctic_release_v5.0/NJS/wav/arctic_a0295.wav,data/l2arctic_release_v5.0/NJS/annotation/arctic_a0295.TextGrid
LXC,arctic_a0519,data/l2arctic_release_v5.0/LXC/wav/arctic_a0519.wav,data/l2arctic_release_v5.0/LXC/annotation/arctic_a0519.TextGrid
ERMS,arctic_a0064,data/l2arctic_release_v5.0/ERMS/wav/arctic_a0064.wav,data/l2arctic_release_v5.0/ERMS/annotation/arctic_a0064.TextGrid
ERMS,arctic_b0269,data/l2arctic_release_v5.0/ERMS/wav/arctic_b0269.wav,data/l2arctic_release_v5.0/ERMS/annotation/arctic_b0269.TextGrid
SKA,arctic_b0469,data/l2arctic_release_v5.0/SKA/wav/arctic_b0469.wav,data/l2arctic_release_v5.0/SKA/annotation/arctic_b0469.TextGrid
HQTV,arctic_b0518,data/l2arctic_release_v5.0/HQTV/wav/arctic_b0518.wav,data/l2arctic_release_v5.0/HQTV/annotation/arctic_b0518.TextGrid
TXHC,arctic_b0323,data/l2arctic_release_v5.0/TXHC/wav/arctic_b0323.wav,data/l2arctic_release_v5.0/TXHC/annotation/arctic_b0323.TextGrid
TXHC,arctic_b0488,data/l2arctic_release_v5.0/TXHC/wav/arctic_b0488.wav,data/l2arctic_release_v5.0/TXHC/annotation/arctic_b0488.TextGrid
TLV,arctic_a0029,data/l2arctic_release_v5.0/TLV/wav/arctic_a0029.wav,data/l2arctic_release_v5.0/TLV/annotation/arctic_a0029.TextGrid
ZHAA,arctic_a0062,data/l2arctic_release_v5.0/ZHAA/wav/arctic_a0062.wav,data/l2arctic_release_v5.0/ZHAA/annotation/arctic_a0062.TextGrid
EBVS,arctic_a0185,data/l2arctic_release_v5.0/EBVS/wav/arctic_a0185.wav,data/l2arctic_release_v5.0/EBVS/annotation/arctic_a0185.TextGrid
HJK,arctic_a0117,data/l2arctic_release_v5.0/HJK/wav/arctic_a0117.wav,data/l2arctic_release_v5.0/HJK/annotation/arctic_a0117.TextGrid
HJK,arctic_b0106,data/l2arctic_release_v5.0/HJK/wav/arctic_b0106.wav,data/l2arctic_release_v5.0/HJK/annotation/arctic_b0106.TextGrid
THV,arctic_b0192,data/l2arctic_release_v5.0/THV/wav/arctic_b0192.wav,data/l2arctic_release_v5.0/THV/annotation/arctic_b0192.TextGrid
TNI,arctic_a0105,data/l2arctic_release_v5.0/TNI/wav/arctic_a0105.wav,data/l2arctic_release_v5.0/TNI/annotation/arctic_a0105.TextGrid
ERMS,arctic_a0298,data/l2arctic_release_v5.0/ERMS/wav/arctic_a0298.wav,data/l2arctic_release_v5.0/ERMS/annotation/arctic_a0298.TextGrid
ABA,arctic_b0455,data/l2arctic_release_v5.0/ABA/wav/arctic_b0455.wav,data/l2arctic_release_v5.0/ABA/annotation/arctic_b0455.TextGrid
RRBI,arctic_b0215,data/l2arctic_release_v5.0/RRBI/wav/arctic_b0215.wav,data/l2arctic_release_v5.0/RRBI/annotation/arctic_b0215.TextGrid
HKK,arctic_a0022,data/l2arctic_release_v5.0/HKK/wav/arctic_a0022.wav,data/l2arctic_release_v5.0/HKK/annotation/arctic_a0022.TextGrid
PNV,arctic_a0090,data/l2arctic_release_v5.0/PNV/wav/arctic_a0090.wav,data/l2arctic_release_v5.0/PNV/annotation/arctic_a0090.TextGrid
PNV,arctic_a0030,data/l2arctic_release_v5.0/PNV/wav/arctic_a0030.wav,data/l2arctic_release_v5.0/PNV/annotation/arctic_a0030.TextGrid
SVBI,arctic_a0188,data/l2arctic_release_v5.0/SVBI/wav/arctic_a0188.wav,data/l2arctic_release_v5.0/SVBI/annotation/arctic_a0188.TextGrid
ERMS,arctic_a0113,data/l2arctic_release_v5.0/ERMS/wav/arctic_a0113.wav,data/l2arctic_release_v5.0/ERMS/annotation/arctic_a0113.TextGrid
MBMPS,arctic_a0047,data/l2arctic_release_v5.0/MBMPS/wav/arctic_a0047.wav,data/l2arctic_release_v5.0/MBMPS/annotation/arctic_a0047.TextGrid
ERMS,arctic_a0060,data/l2arctic_release_v5.0/ERMS/wav/arctic_a0060.wav,data/l2arctic_release_v5.0/ERMS/annotation/arctic_a0060.TextGrid
TNI,arctic_b0136,data/l2arctic_release_v5.0/TNI/wav/arctic_b0136.wav,data/l2arctic_release_v5.0/TNI/annotation/arctic_b0136.TextGrid
NJS,arctic_a0006,data/l2arctic_release_v5.0/NJS/wav/arctic_a0006.wav,data/l2arctic_release_v5.0/NJS/annotation/arctic_a0006.TextGrid
ZHAA,arctic_a0094,data/l2arctic_release_v5.0/ZHAA/wav/arctic_a0094.wav,data/l2arctic_release_v5.0/ZHAA/annotation/arctic_a0094.TextGrid
BWC,arctic_b0422,data/l2arctic_release_v5.0/BWC/wav/arctic_b0422.wav,data/l2arctic_release_v5.0/BWC/annotation/arctic_b0422.TextGrid
YKWK,arctic_a0129,data/l2arctic_release_v5.0/YKWK/wav/arctic_a0129.wav,data/l2arctic_release_v5.0/YKWK/annotation/arctic_a0129.TextGrid
LXC,arctic_a0085,data/l2arctic_release_v5.0/LXC/wav/arctic_a0085.wav,data/l2arctic_release_v5.0/LXC/annotation/arctic_a0085.TextGrid
ZHAA,arctic_b0494,data/l2arctic_release_v5.0/ZHAA/wav/arctic_b0494.wav,data/l2arctic_release_v5.0/ZHAA/annotation/arctic_b0494.TextGrid
YDCK,arctic_a0053,data/l2arctic_release_v5.0/YDCK/wav/arctic_a0053.wav,data/l2arctic_release_v5.0/YDCK/annotation/arctic_a0053.TextGrid
TNI,arctic_a0003,data/l2arctic_release_v5.0/TNI/wav/arctic_a0003.wav,data/l2arctic_release_v5.0/TNI/annotation/arctic_a0003.TextGrid
ERMS,arctic_a0227,data/l2arctic_release_v5.0/ERMS/wav/arctic_a0227.wav,data/l2arctic_release_v5.0/ERMS/annotation/arctic_a0227.TextGrid
